N,S(r/min),ap(mm),ae(mm),F(mm/min),s(mm),MRR(mm3/min),G
,15000,0.964005,9.93759,6500,0,1037.821032,X-43.227 Y-26.864 I10.15 J0.0
,15000,0.964001,9.90595,6500,0,1034.512451,X-43.227 Y-26.864 I10.15 J0.0
,15000,0.964001,9.9572,6500,0,1039.864665,X-43.227 Y-26.864 I10.15 J0.0
,15000,0.964001,9.92989,6500,0,1037.012588,X-43.227 Y-26.864 I10.15 J0.0
,15000,0.964001,2.1,6500,0,219.310227,G01 X-61.48
,15000,0.964001,3.1,6500,0,323.743669,G01 X-61.48
,15000,0.964001,4.1,6500,0,428.177111,G01 X-61.48
,15000,0.964001,4.8,6500,0,501.28052,G01 X-61.48
,15000,0.964001,5.4,6500,0,563.940585,G01 X-61.48
,15000,0.964001,6.1,6500,0,637.043994,G01 X-61.48
,15000,0.964001,6.7,6500,0,699.704059,G01 X-61.48
,15000,0.964001,7.2,6500,0,751.92078,G01 X-61.48
,15000,0.964001,7.7,6500,0,804.137501,G01 X-61.48
,15000,0.964001,8.1,6500,0,845.910877,G01 X-61.48
,15000,0.964001,8.5,6500,0,887.684254,G01 X-61.48
,15000,0.964001,8.8,6500,0,919.014287,G01 X-61.48
,15000,0.964001,9.1,6500,0,950.344319,G01 X-61.48
,15000,0.964001,9.3,6500,0,971.231008,G01 X-61.48
,15000,0.964001,9.5,6500,0,992.117696,G01 X-61.48
,15000,0.964001,9.6,6500,0,1002.56104,G01 X-61.48
,15000,0.964001,9.7,6500,0,1013.004384,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.8,6500,0,1023.447728,G01 X-61.48
,15000,0.964001,9.6672,6500,0,1009.578967,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,9.77263,6500,0,1020.589385,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,9.6111,6500,0,1003.720251,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,9.50094,6500,0,992.215863,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,9.26961,6500,0,968.057275,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,8.7,6500,0,908.570942,G02 X-63.46 Y-24.884 I0.0 J1.98
,15000,0.964001,9.1,6500,0,950.344319,G01 Y0.0
,15000,0.964001,9.3,6500,0,971.231008,G01 Y0.0
,15000,0.964001,9.5,6500,0,992.117696,G01 Y0.0
,15000,0.964001,9.7,6500,0,1013.004384,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,9.8,6500,0,1023.447728,G01 Y0.0
,15000,0.964001,8.5,6500,0,887.684254,G01 Y0.0
,15000,0.964001,6.4,6500,0,668.374027,G01 Y0.0
,15000,0.964001,5.3,6500,0,553.497241,G01 Y0.0
,15000,0.964001,4.4,6500,0,459.507143,G01 Y0.0
,15000,0.964001,3.7,6500,0,386.403734,G01 Y0.0
,15000,0.964001,3,6500,0,313.300325,G01 Y0.0
,15000,0.964001,2.6,6500,0,271.526948,G01 Y0.0
,15000,0.964001,2.2,6500,0,229.753572,G01 Y0.0
,15000,0.964001,1.8,6500,0,187.980195,G01 Y0.0
,15000,0.964001,1.4,6500,0,146.206818,G01 Y0.0
,15000,0.964001,1.1,6500,0,114.876786,G01 Y0.0
,15000,0.964001,0.8,6500,0,83.546753,G01 Y0.0
,15000,0.964001,0.6,6500,0,62.660065,G01 Y0.0
,15000,0.964001,0.4,6500,0,41.773377,G01 Y0.0
,15000,0.964001,0.2,6500,0,20.886688,G01 Y0.0
,15000,0.964001,0.1,6500,0,10.443344,G01 Y0.0
,15000,0.964001,0,6500,0,0,G01 Y0.0
,15000,0.964001,0,6500,0,0,G01 Y0.0
,15000,0,0,6500,0,0,G01 Y0.0
,15000,0,0,6500,0,0,G01 Y0.0
,15000,0.964001,3,6500,0,313.300325,X-55.96
,15000,0.964001,4.3,6500,0,449.063799,X-55.96
,15000,0.964001,5.1,6500,0,532.610552,X-55.96
,15000,0.964001,5.7,6500,0,595.270618,X-55.96
,15000,0.964001,6.1,6500,0,637.043994,X-55.96
,15000,0.964001,6.4,6500,0,668.374027,X-55.96
,15000,0.964001,6.6,6500,0,689.260715,X-55.96
,15000,0.964001,6.9,6500,0,720.590748,X-55.96
,15000,0.964001,7.1,6500,0,741.477436,X-55.96
,15000,0.964001,7.3,6500,0,762.364124,X-55.96
,15000,0.964001,7.5,6500,0,783.250812,X-55.96
,15000,0.964001,7.7,6500,0,804.137501,X-55.96
,15000,0.964001,8,6500,0,835.467533,X-55.96
,15000,0.964001,8.2,6500,0,856.354222,X-55.96
,15000,0.964001,8.5,6500,0,887.684254,X-55.96
,15000,0.964001,1.6,6500,0,167.093507,Y19.364
,15000,0.964001,1.4,6500,0,146.206818,Y19.364
,15000,0.964001,1.2,6500,0,125.32013,Y19.364
,15000,0.964001,1,6500,0,104.433442,Y19.364
,15000,0.964001,0.8,6500,0,83.546753,Y19.364
,15000,0.964001,0.7,6500,0,73.103409,Y19.364
,15000,0.964001,0.6,6500,0,62.660065,Y19.364
,15000,0.964001,0.5,6500,0,52.216721,Y19.364
,15000,0.964001,0.5,6500,0,52.216721,Y19.364
,15000,0.964001,0.4,6500,0,41.773377,Y19.364
,15000,0.964001,0.5,6500,0,52.216721,Y19.364
,15000,0.964001,0.6,6500,0,62.660065,Y19.364
,15000,0.964001,1.3,6500,0,135.763474,Y19.364
,15000,0.964001,4.4,6500,0,459.507143,Y19.364
,15000,0.964001,7.1,6500,0,741.477436,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,7.3,6500,0,762.364124,Y19.364
,15000,0.964001,6,6500,0,626.60065,Y19.364
,15000,0.964001,5.9,6500,0,616.157306,Y19.364
,15000,0.964001,5.7,6500,0,595.270618,Y19.364
,15000,0.964001,5.6,6500,0,584.827273,Y19.364
,15000,0.964001,5.6,6500,0,584.827273,Y19.364
,15000,0.964001,5.5,6500,0,574.383929,Y19.364
,15000,0.964001,5.5,6500,0,574.383929,Y19.364
,15000,0.964001,5.5,6500,0,574.383929,Y19.364
,15000,0.964001,5.5,6500,0,574.383929,Y19.364
,15000,0.964001,5.5,6500,0,574.383929,Y19.364
,15000,0.964001,5.6,6500,0,584.827273,Y19.364
,15000,0.964001,5.6,6500,0,584.827273,Y19.364
,15000,0.964001,3.9,6500,0,407.290422,Y19.364
,15000,0.964001,1.2,6500,0,125.32013,Y19.364
,15000,0.964001,0.4,6500,0,41.773377,Y19.364
,15000,0,0,6500,0,0,Y19.364
,15000,0,0,6500,0,0,Y19.364
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,X-55.248
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,G03 X-55.274 Y18.4 I17.624 J-.964
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0,0,6500,0,0,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.121988,6500,0,12.739627,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.399848,6500,0,41.757503,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.690537,6500,0,72.115156,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,1.05431,6500,0,110.105222,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,1.40096,6500,0,146.307074,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,1.77852,6500,0,185.736965,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,2.10866,6500,0,220.214621,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,2.53783,6500,0,265.034321,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,2.88016,6500,0,300.785021,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,3.28682,6500,0,343.253925,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,3.61648,6500,0,377.681453,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,1.71799,6500,0,179.415608,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,1.24977,6500,0,130.517782,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.918595,6500,0,95.932037,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.889806,6500,0,92.925503,X-51.42 Y7.391 I17.65 J0.0
,15000,0.964001,0.357594,6500,0,37.344772,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.30644,6500,0,32.002584,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.223093,6500,0,23.29837,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.200233,6500,0,20.911021,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.192312,6500,0,20.083804,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.184195,6500,0,19.236118,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.17589,6500,0,18.368798,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.217844,6500,0,22.750199,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.314045,6500,0,32.7968,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.573986,6500,0,59.943333,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,0.93425,6500,0,97.566943,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,1.32692,6500,0,138.574822,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,1.93312,6500,0,201.882375,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,2.75726,6500,0,287.950151,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,4.2,6500,0,438.620455,X-53.274 Y.002 I13.796 J-7.389
,15000,0.964001,5.23568,6500,0,546.780082,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,6.14502,6500,0,641.745588,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,6.80707,6500,0,710.885748,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,7.32691,6500,0,765.174428,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,7.58934,6500,0,792.580896,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,7.84023,6500,0,818.782202,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,8.03097,6500,0,838.701837,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,7.98758,6500,0,834.17047,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,8.01332,6500,0,836.858587,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,7.97779,6500,0,833.148067,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,6.26859,6500,0,654.650428,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,5.09296,6500,0,531.875341,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,4.3493,6500,0,454.212368,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,3.60715,6500,0,376.707089,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,3.01573,6500,0,314.943063,X-51.419 Y-7.389 I15.65 J0.0
,15000,0.964001,6.86176,6500,0,716.597213,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.37602,6500,0,770.303154,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.71199,6500,0,805.389658,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.89252,6500,0,824.243027,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.90558,6500,0,825.606928,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.95064,6500,0,830.312699,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.87538,6500,0,822.453038,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.90649,6500,0,825.701962,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.96222,6500,0,831.522038,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,7.95122,6500,0,830.37327,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,6.33495,6500,0,661.580631,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,6.08097,6500,0,635.056626,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,6.00234,6500,0,626.845024,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.90614,6500,0,616.798527,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.82154,6500,0,607.963458,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.7706,6500,0,602.643618,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.74246,6500,0,599.704861,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.80307,6500,0,606.034572,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.73773,6500,0,599.210891,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.80629,6500,0,606.370848,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,5.76887,6500,0,602.462949,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,3.03147,6500,0,316.586845,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0.964001,0.7,6500,0,73.103409,X-55.274 Y-18.4 I13.795 J-11.011
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,X-55.248 Y-19.364 I17.65 J0.0
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,G01 X-55.96
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0.964001,0.1,6500,0,10.443344,Y0.0
,15000,0.964001,0.4,6500,0,41.773377,Y0.0
,15000,0.964001,0.8,6500,0,83.546753,Y0.0
,15000,0.964001,1,6500,0,104.433442,Y0.0
,15000,0.964001,1.2,6500,0,125.32013,Y0.0
,15000,0.964001,1.1,6500,0,114.876786,Y0.0
,15000,0.964001,1,6500,0,104.433442,Y0.0
,15000,0.964001,0.9,6500,0,93.990097,Y0.0
,15000,0.964001,0.7,6500,0,73.103409,Y0.0
,15000,0.964001,0.1,6500,0,10.443344,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y0.0
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,Y.2
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,G03 X-62.96 Y7.2 I-7. J0.0
,15000,0,0,6500,0,0,
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,X-56.46 Y7.
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0,0,2000,0,0,Z-3.821
,15000,0.963997,9.8,2000,0,314.905687,Z-3.821
,15000,0.963997,9.89634,6500,0,1033.504558,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.8283,6500,0,1026.398936,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.93736,6500,0,1037.7884,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92682,6500,0,1036.687676,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.93676,6500,0,1037.72574,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92125,6500,0,1036.105984,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.89639,6500,0,1033.509779,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.94386,6500,0,1038.467214,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92028,6500,0,1036.004684,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.95486,6500,0,1039.615977,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.89972,6500,0,1033.857541,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92472,6500,0,1036.468366,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.91928,6500,0,1035.900251,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.93196,6500,0,1037.224461,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.95215,6500,0,1039.332964,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.97289,6500,0,1041.498904,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.93674,6500,0,1037.723651,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92056,6500,0,1036.033925,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.95883,6500,0,1040.030576,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.92808,6500,0,1036.819261,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,9.8,6500,0,1023.443482,G03 X-63.46 Y0.0 I0.0 J-7.
,15000,0.963997,0,6500,0,0,G01 Y24.884
,15000,0.963997,0.2,6500,0,20.886602,G01 Y24.884
,15000,0.963997,0.5,6500,0,52.216504,G01 Y24.884
,15000,0.963997,1,6500,0,104.433008,G01 Y24.884
,15000,0.963997,1.6,6500,0,167.092813,G01 Y24.884
,15000,0.963997,2.3,6500,0,240.195919,G01 Y24.884
,15000,0.963997,3,6500,0,313.299025,G01 Y24.884
,15000,0.963997,3.7,6500,0,386.402131,G01 Y24.884
,15000,0.963997,4.4,6500,0,459.505237,G01 Y24.884
,15000,0.963997,5,6500,0,522.165042,G01 Y24.884
,15000,0.963997,5.6,6500,0,584.824847,G01 Y24.884
,15000,0.963997,6.4,6500,0,668.371253,G01 Y24.884
,15000,0.963997,6.9,6500,0,720.587757,G01 Y24.884
,15000,0.963997,7.4,6500,0,772.804262,G01 Y24.884
,15000,0.963997,7.9,6500,0,825.020766,G01 Y24.884
,15000,0.963997,8.3,6500,0,866.793969,G01 Y24.884
,15000,0.963997,8.7,6500,0,908.567172,G01 Y24.884
,15000,0.963997,9,6500,0,939.897075,G01 Y24.884
,15000,0.963997,9.2,6500,0,960.783677,G01 Y24.884
,15000,0.963997,9.4,6500,0,981.670278,G01 Y24.884
,15000,0.963997,9.6,6500,0,1002.55688,G01 Y24.884
,15000,0.963997,9.7,6500,0,1013.000181,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
,15000,0.963997,9.8,6500,0,1023.443482,G01 Y24.884
